Month,Year,CityState,AffectedPop,UV,Drs,NumReps,Revenue
Dec,2019,SpringfieldMO,42404.2,90,12,1,4784.5
Jan,2020,SpringfieldMO,34973,29,10,1,5335.2024
Feb,2020,SpringfieldMO,37365.25,82,12,1,5126.2096
Mar,2020,SpringfieldMO,48719.8,120,6,1,5061.7332
Jan,2018,St. LouisMO,155636.5,0,5,0,2199
Feb,2018,St. LouisMO,150338.75,0,5,0,4229
Mar,2018,St. LouisMO,188047.25,45,7,0,5018
Apr,2018,St. LouisMO,233253.4,69,3,0,6047
May,2018,St. LouisMO,321094.25,84,5,0,5004
June,2018,St. LouisMO,226933,68,4,0,6554.5
July,2018,St. LouisMO,181256,47,3,0,3942
Aug,2018,St. LouisMO,176882.75,191,4,0,6230.5
Sep,2018,St. LouisMO,197165.6,159,4,0,5258
Oct,2018,St. LouisMO,180950,315,4,0,6236
Nov,2018,St. LouisMO,161747.75,297,6,0,5640.5
Dec,2018,St. LouisMO,136640.2,145,4,0,5219
Jan,2019,St. LouisMO,135871.25,56,15,0,5295
Feb,2019,St. LouisMO,142336,97,4,0,5904.5
Mar,2019,St. LouisMO,166673.2,217,4,0,5473.5
Apr,2019,St. LouisMO,252087,245,5,0,7233.5
May,2019,St. LouisMO,302045.75,413,4,0,2182.5
June,2019,St. LouisMO,218440.4,339,4,0,552.5
July,2019,St. LouisMO,183178.25,298,2,0,904.5
Aug,2019,St. LouisMO,179238,412,3,0,507
Sep,2019,St. LouisMO,216192.2,418,3,0,474
Oct,2019,St. LouisMO,203058.5,711,3,0,911.5
Nov,2019,St. LouisMO,179098.75,506,4,0,260.5
Dec,2019,St. LouisMO,154557.4,297,3,0,389.5
Jan,2020,St. LouisMO,136035,170,2,0,674.1729
Feb,2020,St. LouisMO,138688.75,225,3,0,1785.3551
Mar,2020,St. LouisMO,180304.4,303,2,0,1584.8868
Jan,2018,SyracuseNY,74443.5,1,15,0,2772.5
Feb,2018,SyracuseNY,75766,1,13,0,2711
Mar,2018,SyracuseNY,74141.25,6,16,0,3032.5
Apr,2018,SyracuseNY,92477.6,13,12,0,3314
May,2018,SyracuseNY,105745.75,12,19,0,4012.5
June,2018,SyracuseNY,105694.25,7,14,0,3598
July,2018,SyracuseNY,92812,15,10,0,3929.5
Aug,2018,SyracuseNY,79658.25,22,13,0,4270.5
Sep,2018,SyracuseNY,97636.4,30,13,0,3059
Oct,2018,SyracuseNY,89073.5,55,16,0,3546
Nov,2018,SyracuseNY,85380.75,49,17,0,2594
Dec,2018,SyracuseNY,76660.2,28,17,0,3094.5
Jan,2019,SyracuseNY,69491.75,19,32,0,4142
Feb,2019,SyracuseNY,75707,18,15,0,4578.5
Mar,2019,SyracuseNY,80819.8,73,21,0,4591
Apr,2019,SyracuseNY,98580.25,43,17,0,5314
May,2019,SyracuseNY,108965.25,106,14,0,3721.5
June,2019,SyracuseNY,95801.6,115,16,0,3848
July,2019,SyracuseNY,85596,62,15,0,3661
Aug,2019,SyracuseNY,70915.5,92,17,0,4440.5
Sep,2019,SyracuseNY,79358.8,130,16,0,3528.5
Oct,2019,SyracuseNY,78360.75,188,16,0,4106
Nov,2019,SyracuseNY,68783,50,18,0,3977.5
Dec,2019,SyracuseNY,63134.6,55,15,0,3170
Jan,2020,SyracuseNY,60588.5,23,14,0,3844.9279
Feb,2020,SyracuseNY,59094.75,65,19,0,4304.6306
Mar,2020,SyracuseNY,68108,80,15,0,4187.1013
Jan,2018,TallahasseeFL,47118.75,0,23,0,2041
Feb,2018,TallahasseeFL,52171.75,0,27,0,2423
Mar,2018,TallahasseeFL,70249,3,31,0,3992
Apr,2018,TallahasseeFL,76211.4,6,24,0,3479
May,2018,TallahasseeFL,67920.5,13,31,0,3402.5
June,2018,TallahasseeFL,53923.5,5,25,0,3067
July,2018,TallahasseeFL,44704.2,14,26,0,3526
Aug,2018,TallahasseeFL,46174.5,19,29,0,4581
Sep,2018,TallahasseeFL,55146.2,35,30,0,4573.5
Oct,2018,TallahasseeFL,45705.5,45,28,0,3701.5
Nov,2018,TallahasseeFL,47787.75,44,27,0,4483.5
Dec,2018,TallahasseeFL,44280.2,22,33,0,3391.5
Jan,2019,TallahasseeFL,43777.75,13,254,0,4099.5
Feb,2019,TallahasseeFL,52022,19,28,0,3659.5
Mar,2019,TallahasseeFL,62758.4,40,30,0,3972
Apr,2019,TallahasseeFL,64032.25,40,32,0,4659
May,2019,TallahasseeFL,62771.25,50,30,0,5189.5
June,2019,TallahasseeFL,47311.6,87,32,0,4207
July,2019,TallahasseeFL,41464.25,67,29,0,4752
Aug,2019,TallahasseeFL,50364.5,72,26,0,3756.5
Sep,2019,TallahasseeFL,55473.6,137,31,0,3838.5
Oct,2019,TallahasseeFL,54008.75,177,39,0,6634.5
Nov,2019,TallahasseeFL,52630.75,59,29,0,2904
Dec,2019,TallahasseeFL,48742.4,57,27,0,3145.5
Jan,2020,TallahasseeFL,41973.25,52,30,0,3203.3855
Feb,2020,TallahasseeFL,51192.75,80,28,0,4406.1112
Mar,2020,TallahasseeFL,66711.6,131,27,0,4245.1475
Jan,2018,TampaFL,201710,1,247,2,59551
Feb,2018,TampaFL,220027.5,1,260,2,59746
Mar,2018,TampaFL,350861.5,28,269,2,76665
Apr,2018,TampaFL,312924.8,61,254,2,68966
May,2018,TampaFL,270776.25,76,261,2,67365.5
June,2018,TampaFL,228985.5,62,241,2,57610.5
July,2018,TampaFL,202331.2,73,252,2,65505
Aug,2018,TampaFL,189274.25,136,266,2,68122
Sep,2018,TampaFL,210742.2,235,244,2,64852
Oct,2018,TampaFL,200648.5,306,270,2,67097
Nov,2018,TampaFL,210040.5,274,229,2,56074.5
Dec,2018,TampaFL,185408.2,148,244,2,51605.5
Jan,2019,TampaFL,170784,94,2,2,60683
Feb,2019,TampaFL,201307,121,284,2,67112.5
Mar,2019,TampaFL,250714,237,278,2,74593
Apr,2019,TampaFL,228075.25,188,299,2,79004
May,2019,TampaFL,205018,362,273,2,70396.5
June,2019,TampaFL,175253,616,263,2,67204
July,2019,TampaFL,163738,292,282,2,67586.5
Aug,2019,TampaFL,169870.25,375,282,2,73094
Sep,2019,TampaFL,189711,689,259,2,57998.5
Oct,2019,TampaFL,194412.75,990,293,2,74193
Nov,2019,TampaFL,188428.5,386,276,2,55264.5
Dec,2019,TampaFL,181560.4,329,273,2,50924
Jan,2020,TampaFL,162441.75,442,225,2,51308.285
Feb,2020,TampaFL,210824.75,708,230,2,53928.2969
Mar,2020,TampaFL,282070.6,772,231,2,52163.1936
Jan,2018,ToledoOH,47512,0,5,0,101.5
Feb,2018,ToledoOH,47959,0,4,0,34.5
Mar,2018,ToledoOH,59300.5,6,5,0,230
Apr,2018,ToledoOH,69646.8,12,4,0,44.5
May,2018,ToledoOH,82149.75,20,3,0,158.5
June,2018,ToledoOH,73203.5,11,4,0,258.5
July,2018,ToledoOH,63112.8,15,4,0,133.5
Aug,2018,ToledoOH,55435.25,21,8,0,862.5
Sep,2018,ToledoOH,64786.6,41,3,0,125
Oct,2018,ToledoOH,57416.75,44,1,0,40
Nov,2018,ToledoOH,48704.75,62,2,0,8
Dec,2018,ToledoOH,42613,25,4,0,295
Jan,2019,ToledoOH,38550,11,152,1,29.5
Feb,2019,ToledoOH,36246.25,31,5,1,182
Mar,2019,ToledoOH,43389.4,55,1,1,10
Apr,2019,ToledoOH,51084.5,61,2,1,88.5
May,2019,ToledoOH,62521,60,2,1,78
June,2019,ToledoOH,58883.8,115,1,1,31.5
July,2019,ToledoOH,50548.25,45,5,1,137
Aug,2019,ToledoOH,47895,55,4,1,141.5
Sep,2019,ToledoOH,59167.6,122,3,1,29.5
Oct,2019,ToledoOH,58508.5,144,6,1,174.5
Nov,2019,ToledoOH,48479.5,58,1,1,60
Dec,2019,ToledoOH,43371,52,2,1,47.5
Jan,2020,ToledoOH,40491,26,10,1,481.7623
Feb,2020,ToledoOH,42095.75,55,12,1,556.3285
Mar,2020,ToledoOH,47485,110,9,1,387.1397
Jan,2018,TucsonAZ,59574,0,133,2,23462
Feb,2018,TucsonAZ,58216.75,0,129,2,29124
Mar,2018,TucsonAZ,64982.25,5,138,2,30584
Apr,2018,TucsonAZ,87084.8,38,142,2,30167.5
May,2018,TucsonAZ,104375.5,43,140,2,29312
June,2018,TucsonAZ,77018.75,26,137,2,30211
July,2018,TucsonAZ,53812.6,19,126,2,22948.5
Aug,2018,TucsonAZ,57374,72,151,2,29852
Sep,2018,TucsonAZ,65968.8,149,146,2,33254.5
Oct,2018,TucsonAZ,56572.25,181,140,2,28421
Nov,2018,TucsonAZ,53335.5,255,137,2,27039.5
Dec,2018,TucsonAZ,50204.4,114,134,2,26746
Jan,2019,TucsonAZ,42588,42,12,2,28450.5
Feb,2019,TucsonAZ,45572,65,159,2,27883
Mar,2019,TucsonAZ,58139.6,174,146,2,30332
Apr,2019,TucsonAZ,83871.75,107,150,2,31003
May,2019,TucsonAZ,97202.25,195,152,2,35208
June,2019,TucsonAZ,69015,266,151,2,31486.5
July,2019,TucsonAZ,61887.75,168,151,2,27388
Aug,2019,TucsonAZ,58001.75,228,146,2,29671
Sep,2019,TucsonAZ,63730,372,140,2,29615.5
Oct,2019,TucsonAZ,59399.75,538,158,2,30667.5
Nov,2019,TucsonAZ,67732.5,259,141,2,27627
Dec,2019,TucsonAZ,58231.4,206,127,2,25042
Jan,2020,TucsonAZ,53125.5,145,139,2,28859.169
Feb,2020,TucsonAZ,58373,249,146,2,31141.0628
Mar,2020,TucsonAZ,73458,299,142,2,29343.3841
Jan,2018,TulsaOK,69926,0,15,1,1114
Feb,2018,TulsaOK,64615.75,0,14,1,1486.5
Mar,2018,TulsaOK,77294.5,9,15,1,1554
Apr,2018,TulsaOK,94771.2,20,18,1,1851
May,2018,TulsaOK,96939.75,20,15,1,1871
June,2018,TulsaOK,85070.5,3,17,1,1191
July,2018,TulsaOK,63547.2,24,9,1,1305.5
Aug,2018,TulsaOK,63291,26,16,1,2401
Sep,2018,TulsaOK,79420,73,14,1,2000.5
Oct,2018,TulsaOK,73526.75,102,16,1,2777.5
Nov,2018,TulsaOK,64846.25,83,19,1,2931.5
Dec,2018,TulsaOK,59501.2,39,15,1,2227
Jan,2019,TulsaOK,62611.75,22,34,0,1718.5
Feb,2019,TulsaOK,61794,43,14,0,1137.5
Mar,2019,TulsaOK,70071.8,65,17,0,1648
Apr,2019,TulsaOK,101430.25,74,16,0,1825
May,2019,TulsaOK,99026.75,108,22,0,2459.5
June,2019,TulsaOK,72271.8,161,11,0,2398.5
July,2019,TulsaOK,62092.25,150,19,0,3426
Aug,2019,TulsaOK,65443,126,22,0,2865
Sep,2019,TulsaOK,84714.2,190,16,0,1197.5
Oct,2019,TulsaOK,74023.25,285,17,0,2295.5
Nov,2019,TulsaOK,71251.5,154,16,0,1729.5
Dec,2019,TulsaOK,67091.4,94,14,0,2297.5
Jan,2020,TulsaOK,62275.5,102,43,0,4197.7592
Feb,2020,TulsaOK,60994.5,127,24,0,3159.204
Mar,2020,TulsaOK,76495.4,122,29,0,2253.9936
Jan,2018,WashingtonDC,183936.75,2,36,2,10019
Feb,2018,WashingtonDC,178462.25,1,37,2,11336.5
Mar,2018,WashingtonDC,235367.5,20,35,2,13705
Apr,2018,WashingtonDC,306952.8,142,33,2,15782.5
May,2018,WashingtonDC,503472,101,37,2,16719
June,2018,WashingtonDC,303420,109,35,2,16477.5
July,2018,WashingtonDC,230193.2,126,30,2,13584.5
Aug,2018,WashingtonDC,206481.25,167,34,2,18620.5
Sep,2018,WashingtonDC,228046.8,668,35,2,13791
Oct,2018,WashingtonDC,230504.5,631,31,2,14280.5
Nov,2018,WashingtonDC,223711,444,38,2,14557
Dec,2018,WashingtonDC,196649.2,236,33,2,12524
Jan,2019,WashingtonDC,177341.25,150,31,2,13428
Feb,2019,WashingtonDC,180702.75,226,30,2,11273
Mar,2019,WashingtonDC,244809,485,31,2,13983.5
Apr,2019,WashingtonDC,382746.75,397,32,2,15680.5
May,2019,WashingtonDC,451909.75,599,35,2,16229
June,2019,WashingtonDC,309262.2,1106,34,2,13790
July,2019,WashingtonDC,236557.25,485,35,2,15982
Aug,2019,WashingtonDC,232648.25,830,37,2,13303.5
Sep,2019,WashingtonDC,265990.6,1208,31,2,11667
Oct,2019,WashingtonDC,276725.75,1791,30,2,14700.5
Nov,2019,WashingtonDC,250444.5,546,26,2,12320.5
Dec,2019,WashingtonDC,231516.6,518,30,2,12448.5
Jan,2020,WashingtonDC,212957.5,142,39,2,13731.8617
Feb,2020,WashingtonDC,216821.5,488,38,2,10065.2447
Mar,2020,WashingtonDC,321128.4,977,37,2,14280.6384
Jan,2018,West Palm BeachFL,186962.75,0,35,2,6630
Feb,2018,West Palm BeachFL,204172.75,0,29,2,5866.5
Mar,2018,West Palm BeachFL,259839.5,8,30,2,9238
Apr,2018,West Palm BeachFL,258566.6,16,29,2,7196
May,2018,West Palm BeachFL,240052,12,30,2,8572
June,2018,West Palm BeachFL,212151,5,26,2,7107.5
July,2018,West Palm BeachFL,190890.4,8,32,2,7188
Aug,2018,West Palm BeachFL,175958.5,17,28,2,10060.5
Sep,2018,West Palm BeachFL,204622.2,31,36,2,7373.5
Oct,2018,West Palm BeachFL,199800.75,51,36,2,10280
Nov,2018,West Palm BeachFL,200250,40,30,2,7781
Dec,2018,West Palm BeachFL,176288,19,24,2,7551
Jan,2019,West Palm BeachFL,167002.5,13,33,2,8031.5
Feb,2019,West Palm BeachFL,186365.75,22,25,2,9960
Mar,2019,West Palm BeachFL,208464.8,33,30,2,11563.5
Apr,2019,West Palm BeachFL,204634.25,34,27,2,11032
May,2019,West Palm BeachFL,204752,43,29,2,11895
June,2019,West Palm BeachFL,175909,69,27,2,9307.5
July,2019,West Palm BeachFL,164871,34,28,2,9688.5
Aug,2019,West Palm BeachFL,164939.5,61,23,2,9390.5
Sep,2019,West Palm BeachFL,181756,107,20,2,6869.5
Oct,2019,West Palm BeachFL,194989.75,135,26,2,9881
Nov,2019,West Palm BeachFL,185397.5,71,29,2,9007
Dec,2019,West Palm BeachFL,183900.2,40,29,2,8972
Jan,2020,West Palm BeachFL,178132.75,39,33,2,11195.9574
Feb,2020,West Palm BeachFL,209957.25,187,28,2,7124.4235
Mar,2020,West Palm BeachFL,238616.6,110,29,2,10032.3421
Jan,2018,WichitaKS,78907.25,0,39,0,5825.5
Feb,2018,WichitaKS,78476.75,0,30,0,6617.5
Mar,2018,WichitaKS,100902,5,34,0,6283.5
Apr,2018,WichitaKS,131369,15,40,0,7820.5
May,2018,WichitaKS,123650.25,33,39,0,8084
June,2018,WichitaKS,104783.75,13,33,0,6937.5
July,2018,WichitaKS,93850.8,16,37,0,6643
Aug,2018,WichitaKS,94695,21,33,0,7638
Sep,2018,WichitaKS,116022.8,56,34,0,7611.5
Oct,2018,WichitaKS,86477.75,67,38,0,8104
Nov,2018,WichitaKS,78661.5,61,38,0,7052.5
Dec,2018,WichitaKS,68161.8,37,36,0,6095
Jan,2019,WichitaKS,70125,20,35,0,5276.5
Feb,2019,WichitaKS,71557.5,30,33,0,7692.5
Mar,2019,WichitaKS,78804.2,58,36,0,7785.5
Apr,2019,WichitaKS,116846.75,60,37,0,8464
May,2019,WichitaKS,115308,93,37,0,8689
June,2019,WichitaKS,98908.6,140,40,0,7756.5
July,2019,WichitaKS,85009.5,98,33,0,7067.5
Aug,2019,WichitaKS,90613.75,133,36,0,5654.5
Sep,2019,WichitaKS,124607.6,216,37,0,8126
Oct,2019,WichitaKS,94888.75,261,39,0,7545.5
Nov,2019,WichitaKS,81502.5,93,37,0,7275
Dec,2019,WichitaKS,76576,101,33,0,6382.5
Jan,2020,WichitaKS,66507,35,43,0,8426.0378
Feb,2020,WichitaKS,69047.25,101,36,0,9135.2792
Mar,2020,WichitaKS,93562,155,40,0,8277.1276
Jan,2018,WilmingtonDE,21864.75,0,37,1,9000
Feb,2018,WilmingtonDE,21016.5,0,37,1,9553.5
Mar,2018,WilmingtonDE,25579.5,5,41,1,9722.5
Apr,2018,WilmingtonDE,35662.4,14,35,1,11064.5
May,2018,WilmingtonDE,55646.25,23,37,1,12833
June,2018,WilmingtonDE,40603,8,38,1,8417.5
July,2018,WilmingtonDE,28365.4,14,34,1,7811
Aug,2018,WilmingtonDE,25111.5,17,40,1,10264
Sep,2018,WilmingtonDE,31400.8,36,39,1,8213.5
Oct,2018,WilmingtonDE,31537.5,43,34,1,8039.5
Nov,2018,WilmingtonDE,29326.75,29,33,1,8749
Dec,2018,WilmingtonDE,24417.4,31,34,1,8110.5
Jan,2019,WilmingtonDE,23061.5,17,132,0,7647.5
Feb,2019,WilmingtonDE,24808,34,28,0,7606.5
Mar,2019,WilmingtonDE,28646.8,48,39,0,9985.5
Apr,2019,WilmingtonDE,46757,59,34,0,9577
May,2019,WilmingtonDE,58832.25,60,32,0,10108
June,2019,WilmingtonDE,42869.6,110,36,0,10139
July,2019,WilmingtonDE,35972.75,70,35,0,9588
Aug,2019,WilmingtonDE,34331.5,89,34,0,11002
Sep,2019,WilmingtonDE,41031,146,39,0,10057
Oct,2019,WilmingtonDE,38591.25,146,40,0,9440.5
Nov,2019,WilmingtonDE,31236.25,59,26,0,6113
Dec,2019,WilmingtonDE,26787.6,73,32,0,7933
Jan,2020,WilmingtonDE,29208,20,26,0,9044.0516
Feb,2020,WilmingtonDE,27688.25,70,35,0,8691.0472
Mar,2020,WilmingtonDE,34929,80,31,0,7187.5672
