Month,Year,CityState,AffectedPop,Drs,NumReps,Revenue,VisitsEngaged
May,2019,PeoriaIL,45590.25,6,0,1810.5,14
June,2019,PeoriaIL,39888.6,5,0,2931,11
July,2019,PeoriaIL,31849.25,5,0,1682.5,3
Aug,2019,PeoriaIL,33112.25,5,0,4267,4
Sep,2019,PeoriaIL,40609.6,8,0,2096,10
Oct,2019,PeoriaIL,35773.75,4,0,2361,15
Nov,2019,PeoriaIL,30200.75,3,0,1192,3
Dec,2019,PeoriaIL,28721.6,5,0,2014.5,4
Jan,2020,PeoriaIL,25976,4,0,6050.0001,6
Feb,2020,PeoriaIL,25775.5,7,0,4264.5557,9
Mar,2020,PeoriaIL,29839,2,0,4232.5202,14
Mar,2018,PhiladelphiaPA,430515,233,2,40210,14
Apr,2018,PhiladelphiaPA,564760.6,252,2,52139.5,48
May,2018,PhiladelphiaPA,868698.75,269,2,65466,77
June,2018,PhiladelphiaPA,670753,255,2,50405,31
July,2018,PhiladelphiaPA,499642.6,232,2,42613,31
Aug,2018,PhiladelphiaPA,437697.5,227,2,44698,59
Sep,2018,PhiladelphiaPA,499492.2,230,2,41861,100
Oct,2018,PhiladelphiaPA,496133.25,254,2,55269,183
Nov,2018,PhiladelphiaPA,474684.75,237,2,45543.5,125
Dec,2018,PhiladelphiaPA,405756.8,235,2,48115,55
Jan,2019,PhiladelphiaPA,377553,245,1,43044.5,55
Feb,2019,PhiladelphiaPA,390032.25,251,1,45403.5,47
Mar,2019,PhiladelphiaPA,470907.2,253,1,49180.5,89
Apr,2019,PhiladelphiaPA,657318.5,249,1,51858,145
May,2019,PhiladelphiaPA,842832.75,245,1,47083.5,190
June,2019,PhiladelphiaPA,626235.4,263,1,49848,176
July,2019,PhiladelphiaPA,484612.5,234,1,48905,130
Aug,2019,PhiladelphiaPA,451299,246,1,47716,151
Sep,2019,PhiladelphiaPA,542447.2,226,1,42295.5,230
Oct,2019,PhiladelphiaPA,559533.5,249,1,46204,370
Nov,2019,PhiladelphiaPA,468809,232,1,38571.5,148
Dec,2019,PhiladelphiaPA,431022,196,1,30847,119
Jan,2020,PhiladelphiaPA,422587.5,230,1,39861.4018,135
Feb,2020,PhiladelphiaPA,426589.75,237,1,44543.3396,177
Mar,2020,PhiladelphiaPA,534958.8,202,1,36839.9585,239
Mar,2018,PhoenixAZ,272772.5,266,3,61916.5,15
Apr,2018,PhoenixAZ,325346.4,270,3,70833.5,22
May,2018,PhoenixAZ,311278.75,263,3,61248.5,29
June,2018,PhoenixAZ,241939.25,241,3,52662.5,22
July,2018,PhoenixAZ,197604.2,237,3,50785,20
Aug,2018,PhoenixAZ,201035.5,257,3,62375.5,40
Sep,2018,PhoenixAZ,230237.6,275,3,67021.5,74
Oct,2018,PhoenixAZ,208011.75,259,3,64226.5,118
Nov,2018,PhoenixAZ,222390.25,247,3,59349,121
Dec,2018,PhoenixAZ,213873.2,246,3,55746.5,40
Jan,2019,PhoenixAZ,190719.25,269,3,60851,44
Feb,2019,PhoenixAZ,216063.25,255,3,57243,44
Mar,2019,PhoenixAZ,242399.6,249,3,66102,65
Apr,2019,PhoenixAZ,317095.25,248,3,65014,69
May,2019,PhoenixAZ,298747.75,263,3,73248.5,80
June,2019,PhoenixAZ,221537.8,278,3,68440.5,123
July,2019,PhoenixAZ,188156.75,264,3,59869.5,86
Aug,2019,PhoenixAZ,190768.5,273,3,63085.5,113
Sep,2019,PhoenixAZ,216988.8,261,3,60162.5,147
Oct,2019,PhoenixAZ,211511.5,272,3,64240,319
Nov,2019,PhoenixAZ,241245.75,262,3,53468,116
Dec,2019,PhoenixAZ,205198.2,231,3,47808,103
Jan,2020,PhoenixAZ,199314.75,278,3,70518.9517,96
Feb,2020,PhoenixAZ,223260,266,3,82708.3289,167
Mar,2020,PhoenixAZ,281355.8,254,3,71515.2255,220
Mar,2018,PittsburghPA,230168.5,130,0,35417,16
Apr,2018,PittsburghPA,270642.2,118,0,34543.5,19
May,2018,PittsburghPA,327895.5,133,0,38192,40
June,2018,PittsburghPA,310829.75,131,0,37578,23
July,2018,PittsburghPA,246227.4,115,0,31688,25
Aug,2018,PittsburghPA,212109.75,114,0,33580.5,33
Sep,2018,PittsburghPA,241833.8,107,0,29561.5,4
Oct,2018,PittsburghPA,224499.5,114,0,29838.5,76
Nov,2018,PittsburghPA,209589.75,104,0,30454,67
Dec,2018,PittsburghPA,197104.8,119,0,29361,25
Jan,2019,PittsburghPA,194612.5,113,0,31307,22
Feb,2019,PittsburghPA,197180.25,114,0,29335,18
Mar,2019,PittsburghPA,235237.6,123,0,32974.5,31
Apr,2019,PittsburghPA,282968.75,116,0,33383,5
May,2019,PittsburghPA,358372,115,0,38988,5
June,2019,PittsburghPA,325967.4,112,0,44794,4
July,2019,PittsburghPA,265584.75,114,0,33316,2
Aug,2019,PittsburghPA,249807.75,113,0,14522.5,62
Sep,2019,PittsburghPA,293705.4,107,0,30106.5,92
Oct,2019,PittsburghPA,286687.25,116,0,19444.5,8
Nov,2019,PittsburghPA,251411.5,111,0,31083,67
Dec,2019,PittsburghPA,233984.8,109,0,32135.5,4
Jan,2020,PittsburghPA,216894,111,0,27377.1115,67
Feb,2020,PittsburghPA,230603,105,0,32187.5868,73
Mar,2020,PittsburghPA,265638.2,98,0,28236.6632,95
Mar,2018,PortlandME,67575.25,1,0,612,1
Apr,2018,PortlandME,96021,1,0,719.5,1
May,2018,PortlandME,117593.75,2,0,581.5,5
June,2018,PortlandME,130171.75,1,0,433,1
July,2018,PortlandME,106199.2,1,0,297,1
Aug,2018,PortlandME,83491.5,1,0,376.5,1
Sep,2018,PortlandME,95228.4,1,0,520,1
Oct,2018,PortlandME,89406,3,0,772,5
Nov,2018,PortlandME,83153.5,1,0,448,6
Dec,2018,PortlandME,70799,1,0,955.5,1
Jan,2019,PortlandME,72049,2,0,330.5,5
Feb,2019,PortlandME,66928,1,0,348.5,1
Mar,2019,PortlandME,80314,1,0,745.5,1
Apr,2019,PortlandME,84984.75,1,0,709.5,1
May,2019,PortlandME,107315.75,1,0,883.5,1
June,2019,PortlandME,100332.8,1,0,463.5,6
July,2019,PortlandME,88173.25,2,0,328,7
Aug,2019,PortlandME,75336.5,1,0,430.5,5
Sep,2019,PortlandME,83123.4,1,0,425,8
Oct,2019,PortlandME,70761.5,1,0,376.5,9
Nov,2019,PortlandME,59742.25,1,0,335.5,3
Dec,2019,PortlandME,53867.6,2,0,215,1
Jan,2020,PortlandME,50598,3,0,461.2593,3
Feb,2020,PortlandME,52417.5,4,0,364.3092,4
Mar,2020,PortlandME,64958.8,5,0,168.2557,4
Mar,2018,PortlandOR,104948.25,64,0,11622,3
Apr,2018,PortlandOR,147679.6,66,0,11574,19
May,2018,PortlandOR,197189.5,71,0,11508,16
June,2018,PortlandOR,222938.25,72,0,10910,20
July,2018,PortlandOR,145387.2,71,0,11980,11
Aug,2018,PortlandOR,109692.25,63,0,10613,27
Sep,2018,PortlandOR,125722.2,58,0,9693.5,43
Oct,2018,PortlandOR,100137.25,70,0,11923.5,79
Nov,2018,PortlandOR,95060.25,67,0,8314.5,79
Dec,2018,PortlandOR,92327.2,72,0,9794.5,37
Jan,2019,PortlandOR,88751.75,65,0,10533,24
Feb,2019,PortlandOR,85634.25,63,0,10103.5,61
Mar,2019,PortlandOR,104043,72,0,10772.5,54
Apr,2019,PortlandOR,138498.75,66,0,10850.5,66
May,2019,PortlandOR,216919.25,61,0,12129.5,112
June,2019,PortlandOR,210642.4,72,0,10583.5,154
July,2019,PortlandOR,151907,63,0,11676,59
Aug,2019,PortlandOR,123678,63,0,10788.5,72
Sep,2019,PortlandOR,114567.6,66,0,10322,117
Oct,2019,PortlandOR,103232.5,72,0,10851,199
Nov,2019,PortlandOR,90138.25,67,0,10940.5,72
Dec,2019,PortlandOR,83510,66,0,9033,115
Jan,2020,PortlandOR,81746.5,102,0,12499.9856,64
Feb,2020,PortlandOR,91778.25,79,0,12229.4872,87
Mar,2020,PortlandOR,142775.8,80,0,10241.0851,159
Mar,2018,ProvidenceRI,104226,7,0,13040,1
Apr,2018,ProvidenceRI,143660.4,8,0,14675.5,1
May,2018,ProvidenceRI,199582.75,8,0,14657.5,5
June,2018,ProvidenceRI,182768.75,9,0,12886,2
July,2018,ProvidenceRI,134862,8,0,11842.5,3
Aug,2018,ProvidenceRI,125227.75,8,0,17046.5,1
Sep,2018,ProvidenceRI,139472.2,10,0,15769.5,10
Oct,2018,ProvidenceRI,124450.5,8,0,14628,9
Nov,2018,ProvidenceRI,118503.75,9,0,14295.5,6
Dec,2018,ProvidenceRI,108835,8,0,14798.5,12
Jan,2019,ProvidenceRI,96268,7,0,15536,4
Feb,2019,ProvidenceRI,95818.5,8,0,13143.5,3
Mar,2019,ProvidenceRI,112113.6,9,0,15075,14
Apr,2019,ProvidenceRI,154572.75,9,0,20661.5,9
May,2019,ProvidenceRI,188363.5,9,0,18420.5,29
June,2019,ProvidenceRI,179911.2,7,0,16646,15
July,2019,ProvidenceRI,112117.75,9,0,16103,8
Aug,2019,ProvidenceRI,92446,10,0,16959.5,15
Sep,2019,ProvidenceRI,102644.4,9,0,15469.5,15
Oct,2019,ProvidenceRI,81659,9,0,15903.5,58
Nov,2019,ProvidenceRI,77642.75,7,0,15473.5,22
Dec,2019,ProvidenceRI,68388.6,9,0,16688,7
Jan,2020,ProvidenceRI,65613,10,0,14386.8524,10
Feb,2020,ProvidenceRI,64904.25,10,0,13410.9898,14
Mar,2020,ProvidenceRI,82084,8,0,15365.7823,14
Mar,2018,RaleighNC,103665.5,73,0,25660,6
Apr,2018,RaleighNC,135743.6,69,0,23307.5,14
May,2018,RaleighNC,136780.5,63,0,25799.5,15
June,2018,RaleighNC,98037.25,63,0,20486.5,9
July,2018,RaleighNC,82663.8,56,0,21160,7
Aug,2018,RaleighNC,77311.25,61,0,22716,15
Sep,2018,RaleighNC,80804.8,60,0,18739.5,20
Oct,2018,RaleighNC,86843,66,0,26391,45
Nov,2018,RaleighNC,82843.75,48,0,25568.5,26
Dec,2018,RaleighNC,71204.4,58,0,24538.5,11
Jan,2019,RaleighNC,69649.75,64,0,28691,9
Feb,2019,RaleighNC,78607.75,52,0,28374,12
Mar,2019,RaleighNC,93472,57,0,27740.5,23
Apr,2019,RaleighNC,129979,59,0,28039,27
May,2019,RaleighNC,110831,51,0,25135,22
June,2019,RaleighNC,85224,62,0,27913.5,42
July,2019,RaleighNC,73305.25,58,0,24441.5,26
Aug,2019,RaleighNC,74469.5,62,0,28701.5,17
Sep,2019,RaleighNC,81319.8,59,0,28564.5,46
Oct,2019,RaleighNC,86423.5,56,0,29547,72
Nov,2019,RaleighNC,73434.25,52,0,21800,30
Dec,2019,RaleighNC,70626,51,0,19114.5,24
Jan,2020,RaleighNC,63127,57,0,29223.6767,36
Feb,2020,RaleighNC,70895.75,52,0,29844.1339,32
Mar,2020,RaleighNC,99355.6,52,0,22087.1035,95
Mar,2018,RenoNV,30219,41,0,6201.5,1
Apr,2018,RenoNV,37598.6,45,0,6522,1
May,2018,RenoNV,45138.75,49,0,7301.5,5
June,2018,RenoNV,41013.75,39,0,7178.5,1
July,2018,RenoNV,35211.8,37,0,6315,1
Aug,2018,RenoNV,29936.25,35,0,5127,4
Sep,2018,RenoNV,37156,40,0,5958.5,9
Oct,2018,RenoNV,33931,44,0,7563,14
Nov,2018,RenoNV,27025.5,38,0,6716,10
Dec,2018,RenoNV,22888.2,37,0,4918.5,4
Jan,2019,RenoNV,21765.25,33,0,5100.5,4
Feb,2019,RenoNV,21104.25,39,0,7189,6
Mar,2019,RenoNV,26172.6,39,0,8684,12
Apr,2019,RenoNV,36063.25,41,0,5540.5,6
May,2019,RenoNV,51285.5,53,0,6960,16
June,2019,RenoNV,37273.6,38,0,6433,21
July,2019,RenoNV,39311.5,43,0,5939,10
Aug,2019,RenoNV,35014.75,44,0,6579.5,13
Sep,2019,RenoNV,37605.4,36,0,5230.5,20
Oct,2019,RenoNV,35630.5,44,0,5581.5,31
Nov,2019,RenoNV,32205.75,35,0,4204.5,11
Dec,2019,RenoNV,24418.2,42,0,4304,11
Jan,2020,RenoNV,25308.25,48,0,6240.6504,9
Feb,2020,RenoNV,25177.75,45,0,7783.2314,11
Mar,2020,RenoNV,34637.4,47,0,6209.3697,28
Mar,2018,RichmondVA,137029.25,52,1,33126.5,1
Apr,2018,RichmondVA,184792.4,45,1,30752.5,16
May,2018,RichmondVA,261825.5,45,1,29300,22
June,2018,RichmondVA,149712.5,44,1,26892.5,24
July,2018,RichmondVA,112024.2,50,1,23823,3
Aug,2018,RichmondVA,110432.5,52,1,30349.5,5
Sep,2018,RichmondVA,125161,59,1,31031,1
Oct,2018,RichmondVA,131125.25,52,1,27753,24
Nov,2018,RichmondVA,121679.25,61,1,25323.5,1
Dec,2018,RichmondVA,98977.2,47,1,21347,1
Jan,2019,RichmondVA,94570,50,1,25359.5,10
Feb,2019,RichmondVA,107253.5,47,1,26192.5,8
Mar,2019,RichmondVA,143860,52,1,29511,14
Apr,2019,RichmondVA,224065.5,51,1,29442.5,18
May,2019,RichmondVA,237180.75,53,1,28178,24
June,2019,RichmondVA,154066,49,1,29270.5,4
July,2019,RichmondVA,125261.75,55,1,27335.5,27
Aug,2019,RichmondVA,127991.5,54,1,30529,21
Sep,2019,RichmondVA,157235.4,55,1,31742.5,1
Oct,2019,RichmondVA,160957.75,59,1,29037.5,2
Nov,2019,RichmondVA,138294.25,56,1,25265,19
Dec,2019,RichmondVA,127347,48,1,19921.5,1
Jan,2020,RichmondVA,118829.5,51,1,31941.0733,24
Feb,2020,RichmondVA,117698,50,1,31007.543,1
Mar,2020,RichmondVA,177771.4,50,1,24889.9858,4
Mar,2018,RoanokeVA,52833.75,63,1,14025.5,10
Apr,2018,RoanokeVA,69244,68,1,14999.5,1
May,2018,RoanokeVA,87766,57,1,14025.5,1
June,2018,RoanokeVA,60917.25,63,1,11787,3
July,2018,RoanokeVA,45982.2,86,1,13202.5,4
Aug,2018,RoanokeVA,46334.75,77,1,16153.5,3
Sep,2018,RoanokeVA,50408.2,75,1,13439.5,10
Oct,2018,RoanokeVA,48111.25,82,1,15657.5,14
Nov,2018,RoanokeVA,48063.75,71,1,12446.5,2
Dec,2018,RoanokeVA,40177.6,67,1,11075,5
Jan,2019,RoanokeVA,36733.5,84,1,17287.5,4
Feb,2019,RoanokeVA,43002.5,85,1,17268.5,4
Mar,2019,RoanokeVA,50145.4,76,1,19082,10
Apr,2019,RoanokeVA,73429.5,80,1,15799,13
May,2019,RoanokeVA,86180,71,1,15523.5,1
June,2019,RoanokeVA,63390.8,84,1,15655,2
July,2019,RoanokeVA,49007.75,73,1,15488,1
Aug,2019,RoanokeVA,50472,80,1,17256,17
Sep,2019,RoanokeVA,62183,78,1,16312.5,3
Oct,2019,RoanokeVA,58854.25,95,1,20568.5,2
Nov,2019,RoanokeVA,51801.25,17,1,13878.5,16
Dec,2019,RoanokeVA,48737,13,1,14047.5,13
Jan,2020,RoanokeVA,45756.5,13,1,16099.5656,1
Feb,2020,RoanokeVA,47650.5,11,1,15142.0237,14
Mar,2020,RoanokeVA,55680.2,9,1,11873.3468,3
Mar,2018,RochesterNY,36079.75,3,0,94.5,2
Apr,2018,RochesterNY,43560.4,1,0,141,5
May,2018,RochesterNY,58184.5,6,0,257,14
June,2018,RochesterNY,59532.5,4,0,351.5,5
July,2018,RochesterNY,46413,1,0,57,5
Aug,2018,RochesterNY,40405,1,0,99,16
Sep,2018,RochesterNY,47045.8,2,0,125,44
Oct,2018,RochesterNY,41269.25,1,0,117,33
Nov,2018,RochesterNY,37238.75,1,0,93,38
Dec,2018,RochesterNY,35287,2,0,70.5,19
Jan,2019,RochesterNY,34786,1,0,33,10
Feb,2019,RochesterNY,37400.25,0,0,0,15
Mar,2019,RochesterNY,44148.2,1,0,36,13
Apr,2019,RochesterNY,51912.5,3,0,283,13
May,2019,RochesterNY,64253.25,3,0,30,33
June,2019,RochesterNY,72819,2,0,188,51
July,2019,RochesterNY,55959,2,0,197,33
Aug,2019,RochesterNY,51366,3,0,110,36
Sep,2019,RochesterNY,58694.2,3,0,273,46
Oct,2019,RochesterNY,55214,3,0,298.5,87
Nov,2019,RochesterNY,47643.75,3,0,133,51
Dec,2019,RochesterNY,43744.2,2,0,26.5,36
Jan,2020,RochesterNY,42620,4,0,60.7953,24
Feb,2020,RochesterNY,41434,8,0,188.0001,35
Mar,2020,RochesterNY,44876.4,6,0,178.128,44
Mar,2018,SacramentoCA,184931.25,90,0,26308,2
Apr,2018,SacramentoCA,222817.8,84,0,26897,12
May,2018,SacramentoCA,308719,85,0,30516,29
June,2018,SacramentoCA,220640.5,83,0,27954,14
July,2018,SacramentoCA,142944,80,0,25616,7
Aug,2018,SacramentoCA,136220.75,86,0,22425.5,16
Sep,2018,SacramentoCA,148802.4,84,0,20685,47
Oct,2018,SacramentoCA,139163.25,85,0,25514.5,82
Nov,2018,SacramentoCA,135584.25,92,0,19462.5,42
Dec,2018,SacramentoCA,116192,83,0,16767,34
Jan,2019,SacramentoCA,111679,86,0,19479,17
Feb,2019,SacramentoCA,127229,76,0,19856.5,35
Mar,2019,SacramentoCA,186021.6,91,0,23282,39
Apr,2019,SacramentoCA,245972.25,83,0,28763.5,50
May,2019,SacramentoCA,323005.5,83,0,30892,80
June,2019,SacramentoCA,197562,87,0,22792.5,75
July,2019,SacramentoCA,149597.75,87,0,24588,53
Aug,2019,SacramentoCA,141661.75,87,0,22159.5,77
Sep,2019,SacramentoCA,165118,77,0,20905,85
Oct,2019,SacramentoCA,162142,83,0,26452.5,149
Nov,2019,SacramentoCA,151135.25,88,0,19946.5,51
Dec,2019,SacramentoCA,136458.8,82,0,19123.5,40
Jan,2020,SacramentoCA,123593.5,83,0,19730.0724,38
Feb,2020,SacramentoCA,141103.75,90,0,20761.5141,86
Mar,2020,SacramentoCA,203215.8,91,0,24640.5164,150
Mar,2018,Salt Lake CityUT,124750.75,9,0,318.5,5
Apr,2018,Salt Lake CityUT,151281.2,3,0,476.5,22
May,2018,Salt Lake CityUT,178639.5,5,0,533,17
June,2018,Salt Lake CityUT,184339,6,0,418,23
July,2018,Salt Lake CityUT,139790.8,5,0,586.5,16
Aug,2018,Salt Lake CityUT,124190.5,5,0,654.5,21
Sep,2018,Salt Lake CityUT,145664.2,4,0,346,45
Oct,2018,Salt Lake CityUT,123847.25,3,0,187.5,82
Nov,2018,Salt Lake CityUT,109012.75,2,0,333.5,73
Dec,2018,Salt Lake CityUT,103541.8,5,0,340.5,42
Jan,2019,Salt Lake CityUT,105210.25,4,0,315,20
Feb,2019,Salt Lake CityUT,98061.75,7,0,463,39
Mar,2019,Salt Lake CityUT,99594.2,5,0,262,43
Apr,2019,Salt Lake CityUT,116263.5,4,0,379.5,39
May,2019,Salt Lake CityUT,141033.5,3,0,401,69
June,2019,Salt Lake CityUT,109583.2,6,0,579.5,88
July,2019,Salt Lake CityUT,89775.25,6,0,451.5,60
Aug,2019,Salt Lake CityUT,73223.25,4,0,309.5,61
Sep,2019,Salt Lake CityUT,88827.4,4,0,366,79
Oct,2019,Salt Lake CityUT,81218.75,5,0,226,138
Nov,2019,Salt Lake CityUT,68849,5,0,315,53
Dec,2019,Salt Lake CityUT,61208.2,2,0,231.5,56
Jan,2020,Salt Lake CityUT,60670.25,28,0,962.9889,44
Feb,2020,Salt Lake CityUT,62949.25,17,0,2521.0855,64
Mar,2020,Salt Lake CityUT,81002,24,0,2564.3837,94
Mar,2018,San AntonioTX,324033.25,260,0,85890,26
Apr,2018,San AntonioTX,381358,282,0,90498.5,25
May,2018,San AntonioTX,353667.5,276,0,79964.5,25
June,2018,San AntonioTX,285272.25,267,0,76060.5,15
July,2018,San AntonioTX,251690,249,0,67063,15
Aug,2018,San AntonioTX,251684.25,265,0,79642,19
Sep,2018,San AntonioTX,321561.6,259,0,67874,59
Oct,2018,San AntonioTX,314839.25,268,0,72878,95
Nov,2018,San AntonioTX,297504.25,261,0,68035,102
Dec,2018,San AntonioTX,304242.6,241,0,66348.5,33
Jan,2019,San AntonioTX,319925,264,0,74688,26
Feb,2019,San AntonioTX,310822.25,251,0,79371.5,27
Mar,2019,San AntonioTX,319265,266,0,78663,55
Apr,2019,San AntonioTX,359551,301,0,90014,39
May,2019,San AntonioTX,314090.75,282,0,82894.5,92
June,2019,San AntonioTX,258922,273,0,74384,118
July,2019,San AntonioTX,218334.5,267,0,74469,71
Aug,2019,San AntonioTX,240548.25,286,0,82311,84
Sep,2019,San AntonioTX,356724.6,249,0,76052.5,132
Oct,2019,San AntonioTX,309698.25,299,0,83856.5,216
Nov,2019,San AntonioTX,311934.75,253,0,67600,70
Dec,2019,San AntonioTX,312355.4,257,0,63600.5,46
Jan,2020,San AntonioTX,318019.25,258,0,78877.3117,86
Feb,2020,San AntonioTX,337910.5,260,0,74351.8152,258
Mar,2020,San AntonioTX,367691.8,258,0,68728.1372,512
Mar,2018,San DiegoCA,190008.5,98,2,24055.5,25
Apr,2018,San DiegoCA,214561.6,81,2,20088.5,17
May,2018,San DiegoCA,217120.75,93,2,24412,19
June,2018,San DiegoCA,199530,88,2,24235,24
July,2018,San DiegoCA,163080.8,97,2,28436.5,17
Aug,2018,San DiegoCA,157818.75,97,2,24845,19
Sep,2018,San DiegoCA,178852.4,93,2,22334.5,40
Oct,2018,San DiegoCA,177299.25,102,2,23643.5,67
Nov,2018,San DiegoCA,170427,88,2,25446.5,73
Dec,2018,San DiegoCA,155200.4,91,2,21879.5,12
Jan,2019,San DiegoCA,148948.5,104,2,24522.5,20
Feb,2019,San DiegoCA,166592.5,104,2,22956,26
Mar,2019,San DiegoCA,203852.2,101,2,25507,36
Apr,2019,San DiegoCA,218631,104,2,29035,39
May,2019,San DiegoCA,213219,96,2,29651,41
June,2019,San DiegoCA,185640.6,102,2,31425.5,61
July,2019,San DiegoCA,157559.5,109,2,27617.5,36
Aug,2019,San DiegoCA,156613.75,111,2,32084.5,51
Sep,2019,San DiegoCA,178288,103,2,26305.5,68
Oct,2019,San DiegoCA,149953.25,118,2,33466.5,152
Nov,2019,San DiegoCA,151975.25,104,2,29864.5,45
Dec,2019,San DiegoCA,138365,97,2,25649,44
Jan,2020,San DiegoCA,150560.75,125,2,28216.3869,44
Feb,2020,San DiegoCA,155952,103,2,28909.4228,95
Mar,2020,San DiegoCA,202494.6,120,2,31009.8524,127
Mar,2018,San FranciscoCA,401104.25,76,0,14302,16
Apr,2018,San FranciscoCA,461066.8,89,0,17950.5,23
May,2018,San FranciscoCA,599350.5,87,0,19413.5,38
June,2018,San FranciscoCA,476291,89,0,15698,16
July,2018,San FranciscoCA,368907.2,91,0,13854,11
Aug,2018,San FranciscoCA,324013,96,0,17340,21
Sep,2018,San FranciscoCA,351078.2,99,0,17647,82
Oct,2018,San FranciscoCA,341024,101,0,18988,136
Nov,2018,San FranciscoCA,323822.5,89,0,17871,57
Dec,2018,San FranciscoCA,305428.8,94,0,13790.5,18
Jan,2019,San FranciscoCA,268101.5,95,0,14373.5,21
Feb,2019,San FranciscoCA,303894,100,0,18127.5,27
Mar,2019,San FranciscoCA,396394.6,94,0,18914,28
Apr,2019,San FranciscoCA,528732.75,106,0,18826.5,29
May,2019,San FranciscoCA,658273.25,104,0,21838,63
June,2019,San FranciscoCA,448385.6,100,0,18885,76
July,2019,San FranciscoCA,377641.25,99,0,19784,67
Aug,2019,San FranciscoCA,345865.25,100,0,21583,60
Sep,2019,San FranciscoCA,385716,89,0,17935.5,84
Oct,2019,San FranciscoCA,379096.25,89,0,23405.5,211
Nov,2019,San FranciscoCA,363581,80,0,16528.5,82
Dec,2019,San FranciscoCA,317779.2,75,0,15010.5,82
Jan,2020,San FranciscoCA,278809.5,82,0,16353.5316,50
Feb,2020,San FranciscoCA,321252.25,95,0,19425.6001,148
Mar,2020,San FranciscoCA,440365.8,84,0,16378.7873,242
Mar,2018,SavannahGA,86218.25,20,0,5409.5,3
Apr,2018,SavannahGA,83263,19,0,5151,2
May,2018,SavannahGA,75531.25,21,0,3417,1
June,2018,SavannahGA,64869,26,0,3815,4
July,2018,SavannahGA,55615.8,23,0,4741,1
Aug,2018,SavannahGA,54757,27,0,4294.5,3
Sep,2018,SavannahGA,61783.2,21,0,4879.5,9
Oct,2018,SavannahGA,57053.5,22,0,5261,11
Nov,2018,SavannahGA,58840,25,0,6449.5,6
Dec,2018,SavannahGA,52880.8,23,0,5019,2
Jan,2019,SavannahGA,52173.25,25,1,5779.5,4
Feb,2019,SavannahGA,60079.25,24,1,6339,6
Mar,2019,SavannahGA,74670,24,1,8039.5,6
Apr,2019,SavannahGA,70132.75,20,1,5656,1
May,2019,SavannahGA,64099.75,29,1,3469,3
June,2019,SavannahGA,52808.6,20,1,4256.5,11
July,2019,SavannahGA,52495.75,21,1,4434.5,16
Aug,2019,SavannahGA,57000.25,24,1,4509.5,9
Sep,2019,SavannahGA,60008,18,1,3634,2
Oct,2019,SavannahGA,57771.5,20,1,4182.5,16
Nov,2019,SavannahGA,56653.25,21,1,3534.5,15
Dec,2019,SavannahGA,50759.2,22,1,3807,9
Jan,2020,SavannahGA,45540.75,21,1,5344.4534,9
Feb,2020,SavannahGA,49465.75,29,1,7183.5585,13
Mar,2020,SavannahGA,65796,23,1,4501.1729,18
Mar,2018,SeattleWA,181356.25,62,1,21880,15
Apr,2018,SeattleWA,252843.2,53,1,19670,23
May,2018,SeattleWA,271397.25,69,1,24416.5,21
June,2018,SeattleWA,260144.75,64,1,22208,21
July,2018,SeattleWA,209094,67,1,21847,20
Aug,2018,SeattleWA,165481.75,63,1,25898,22
Sep,2018,SeattleWA,182974,75,1,23464,68
Oct,2018,SeattleWA,161478.5,70,1,25027,106
Nov,2018,SeattleWA,147840.75,73,1,22934,98
Dec,2018,SeattleWA,141997.4,75,1,25239.5,49
Jan,2019,SeattleWA,143533,74,1,23250.5,71
Feb,2019,SeattleWA,131553,74,1,20712.5,48
Mar,2019,SeattleWA,182656.6,76,1,27294.5,62
Apr,2019,SeattleWA,251015,80,1,24751,76
May,2019,SeattleWA,282318,90,1,24000.5,135
June,2019,SeattleWA,266497.6,84,1,27461.5,174
July,2019,SeattleWA,212711,82,1,24596,118
Aug,2019,SeattleWA,177763.25,83,1,30326,157
Sep,2019,SeattleWA,180287.4,73,1,24825.5,177
Oct,2019,SeattleWA,168367.75,94,1,24954.5,322
Nov,2019,SeattleWA,149357.25,67,1,17936.5,104
Dec,2019,SeattleWA,147242.8,79,1,17695.5,98
Jan,2020,SeattleWA,140618.5,89,1,18345.5286,105
Feb,2020,SeattleWA,140525.5,79,1,20374.1516,144
Mar,2020,SeattleWA,215695,64,1,15087.8673,303
Mar,2018,ShreveportLA,73544,18,1,16757,3
Apr,2018,ShreveportLA,93468.4,12,1,13512,3
May,2018,ShreveportLA,88039.75,15,1,11779.5,4
June,2018,ShreveportLA,68916.75,13,1,13714.5,1
July,2018,ShreveportLA,55250.6,15,1,13926.5,1
Aug,2018,ShreveportLA,56184.5,18,1,13918.5,1
Sep,2018,ShreveportLA,66627.6,16,1,12804.5,11
Oct,2018,ShreveportLA,65290.75,17,1,12476,5
Nov,2018,ShreveportLA,61092.5,16,1,10165,3
Dec,2018,ShreveportLA,54911.4,17,1,10301,3
Jan,2019,ShreveportLA,52331.25,19,1,12235.5,3
Feb,2019,ShreveportLA,56108,14,1,9503,1
Mar,2019,ShreveportLA,67824.6,17,1,12113.5,6
Apr,2019,ShreveportLA,84465,19,1,11599.5,2
May,2019,ShreveportLA,75168.25,14,1,11640.5,6
June,2019,ShreveportLA,59516.8,14,1,11207.5,5
July,2019,ShreveportLA,52778.75,16,1,9981.5,5
Aug,2019,ShreveportLA,61880,16,1,11492,12
